event_name,calendar_title,catalog_name,start_date,end_date,url,results_year,results_month,edition_ym_candidates,date_precision,date_source,flags,source_fingerprint
MADjam (Mid Atlantic Dance Jam),MADjam (Mid Atlantic Dance Jam),MADjam,2027-03-04,2027-03-08,http://www.atlanticdancejam.com,2027,3,2027-03,day,wsdc_calendar,,1373dc45d44794e1f62c553f
Norway Westie Fest,Norway Westie Fest,Norway Westie Fest,2027-03-05,2027-03-08,https://www.norwaywestiefest.com/,2027,3,2027-03,day,wsdc_calendar,,025937ca39e86c62d3fb8333
Swingvasion,Swingvasion,Swingvasion,2027-03-05,2027-03-07,https://swingvasion.nz/,2027,3,2027-03,day,wsdc_calendar,,97caf01900cc44471500cc66
5280 Westival,5280 Westival,5280 Westival,2027-03-11,2027-03-15,http://www.5280westival.com,2027,3,2027-03,day,wsdc_calendar,,d2605cdb9c5528d401dfc5f0
Dutch Open Wcs,Dutch Open Wcs,Dutch Open Wcs,2027-03-11,2027-03-14,http://www.dutchopenwcs.com,2027,3,2027-03,day,wsdc_calendar,,ac9861f3c21a0de7441dda4e
H-Town Throw Down,H-Town Throw Down 2027,Novice Invitational,2027-03-11,2027-03-14,http://www.htownthrowdownwcs.com,2027,3,2027-03,day,wsdc_calendar,,5cb418e1cefe86f59aa9c02c
Westie Spring Thing,Westie Spring Thing,Westie Spring Thing,2027-03-11,2027-03-14,https://westiespringthing.com,2027,3,2027-03,day,wsdc_calendar,,cbc982b65580c7c59ae375fc
High Desert Dance Classic,High Desert Dance Classic,High Desert Dance Classic,2027-03-12,2027-03-14,http://www.highdesertdanceclassic.com,2027,3,2027-03,day,wsdc_calendar,,22c83f815d1f7c50990efe55
King Swing,King Swing,King Swing,2027-03-18,2027-03-22,https://kingswing.pl,2027,3,2027-03,day,wsdc_calendar,,16342930deeee3448a06aa86
The Chicago Classic,The Chicago Classic,The Chicago Classic,2027-03-18,2027-03-21,https://thechicagoclassic.com/,2027,3,2027-03,day,wsdc_calendar,,ef86cc2d04c4085fa11b168a
West In Lyon,West In Lyon,West in Lyon,2027-03-18,2027-03-22,http://www.west-in-lyon.fr,2027,3,2027-03,day,wsdc_calendar,,cc64d82b7e7b5bc97ab01192
The Boston Tea Party,The Boston Tea Party,Boston Tea Party,2027-03-19,2027-03-22,http://teapartyswings.com,2027,3,2027-03,day,wsdc_calendar,,c0545522b66295dbe663f22b
Easter Swing,Easter Swing,Easter Swing,2027-03-25,2027-03-28,https://easterswing.org/,2027,3,2027-03,day,wsdc_calendar,,aa533072fad248f8c14e2bfa
TULSA SPRING SWING,TULSA SPRING SWING,TULSA SPRING SWING,2027-03-25,2027-03-28,http://www.TulsaSpringSwing.com,2027,3,2027-03,day,wsdc_calendar,,242d95ad21d0060d7ca2609a
UK West Coast Swing Championships,UK West Coast Swing Championships,UK WCS Championships,2027-03-25,2027-03-29,http://www.ukwcschamps.com,2027,3,2027-03,day,wsdc_calendar,,29a5754366eff0b24ddda947
Franconian Swing Project,Franconian Swing Project,Franconian Swing Project,2027-04-08,2027-04-11,https://franconian-swing-project.de,2027,4,2027-04,day,wsdc_calendar,,f0946489d01ea007f2e64d27
KOREAN OPEN WCS CHAMPIONSHIPS,KOREAN OPEN WCS CHAMPIONSHIPS,KOREAN OPEN WCS CHAMPIONSHIPS,2027-04-08,2027-04-11,https://www.kopenwcs.com,2027,4,2027-04,day,wsdc_calendar,,4387e59e411ddba91259cfa1
Slovenian Open,Slovenian Open,Slovenian Open,2027-04-14,2027-04-19,https://slovenianopen.dance/,2027,4,2027-04,day,wsdc_calendar,,57fd268088f41cacf7ecb9a8
Asia WCS Open,Asia WCS Open 2027,Asia West Coast Swing Open,2027-04-15,2027-04-18,https://asiawcsopen.com/,2027,4,2027-04,day,wsdc_calendar,,9eb4e92c441cadd7a288df00
WESTY NANTES,WESTY NANTES,Westy Nantes,2027-04-16,2027-04-18,https://www.westynantes.com/,2027,4,2027-04,day,wsdc_calendar,,12dd04939cc7c2cf4c940810
Detonation Dance,Detonation Dance,Detonation Dance,2027-04-22,2027-04-26,http://www.DetonationDance.com,2027,4,2027-04,day,wsdc_calendar,,177ab9b6fc92e510ecae6a30
HONEY FEST,HONEY FEST,HONEY FEST,2027-04-22,2027-04-25,https://t.me/honeyfest,2027,4,2027-04,day,wsdc_calendar,,ee85219d85cfa5e99b61ddc5
Swing in Bloom,Swing in Bloom,Swing in Bloom,2027-04-22,2027-04-25,http://www.swinginbloom.ca,2027,4,2027-04,day,wsdc_calendar,,2b18442eca2b6a3d1356183f
SwingIn Festival,SwingIn Festival,SwingIn Festival,2027-04-22,2027-04-25,http://www.swinginfestival.de,2027,4,2027-04,day,wsdc_calendar,,ed28cf4dab1b3dfc9b062ec2
Swingover,Swingover 2027,Swingover,2027-04-22,2027-04-25,http://swingoverevent.com,2027,4,2027-04,day,wsdc_calendar,,6c46998cf8a8dec506bd7952
SGI - Swing de Garotos Invitational,SGI - Swing de Garotos Invitational,SGI - Swing de Garotos Invitational,2027-04-23,2027-04-25,https://sginvitational.com.br/,2027,4,2027-04,day,wsdc_calendar,,88ce00726072a81eb1b67d11
BeeMAD,BeeMAD,BeeMAD,2027-04-29,2027-05-02,https://beemadwcs.com/,2027,5,2027-05|2027-04,day,wsdc_calendar,,d1667c2ae99fb9bc30249db0
Calgary Dance Stampede,Calgary Dance Stampede,Calgary Dance Stampede,2027-04-29,2027-05-02,http://www.calgarydancestampede.com,2027,5,2027-05|2027-04,day,wsdc_calendar,,f0e8aab92071237f14b7b6cc
City of Angels WCS,City of Angels WCS,City of Angels WCS,2027-04-29,2027-05-02,https://cityofangelswcs.com/,2027,5,2027-05|2027-04,day,wsdc_calendar,,dbfc1fe3a5123bc308791fa9
Swingin' Into Spring,Swingin' Into Spring,Swingin' Into Spring,2027-04-29,2027-05-02,http://www.sis.djkenm.com,2027,5,2027-05|2027-04,day,wsdc_calendar,,1cd8866ac523c42ccdc69640
Westie Weekend,Westie Weekend,Dance Jam Jack & Jill Weekend,2027-05-07,2027-05-09,https://dancejamproductions.com/westieweekend/,2027,5,2027-05,day,wsdc_calendar,,42e5533ac3e6733ad67540c9
SOswing,SOswing,SOswing,2027-05-13,2027-05-16,http://wwww.soswingdance.com,2027,5,2027-05,day,wsdc_calendar,,dec2d01cf6c276393794e498
Swingsation,Swingsation,Swingsation,2027-05-13,2027-05-17,https://rawconnection.com.au/swingsation/,2027,5,2027-05,day,wsdc_calendar,,806f183da786d88a1b7652c3
Med in Swing,Med in Swing,Med in Swing,2027-05-14,,http://www.medinswing.rocks,2027,5,2027-05,day_start_only,wsdc_calendar,invalid_end,42a1cb63d5cfb5dbe43b3ad3
SOM-Swing of Music,SOM-Swing of Music,SOM - Swing of Music,2027-05-14,2027-05-17,https://www.swingofmusic.com/,2027,5,2027-05,day,wsdc_calendar,,285f974da18393fa79363f92
Gateway Swing Classic,Gateway Swing Classic,Gateway Swing Classic,2027-05-20,2027-05-23,http://gatewayswing.com,2027,5,2027-05,day,wsdc_calendar,,207bdba1fc6a2efeb08174f8
Spring Time Swing,Spring Time Swing,Spring Time Swing,2027-05-20,2027-05-24,https://springtimeswing.com/,2027,5,2027-05,day,wsdc_calendar,,6a2fa76491a42cb1136df4e9
Nanaimo Dance Fusion,Nanaimo Dance Fusion,Nanaimo Dance Fusion,2027-05-21,2027-05-23,http://www.nanaimodancefusion.ca,2027,5,2027-05,day,wsdc_calendar,,0386fcb6ca19dc85b5bc1691
USA Grand National Dance Championships,USA Grand National Dance Championships,USA Grand Nationals,2027-05-27,2027-05-31,http://www.usagrandnationals.com,2027,5,2027-05,day,wsdc_calendar,,5bf826dc40b0b2ef68b8a310
Festival City Swing,Festival City Swing,Festival City Swing,2027-06-03,2027-06-07,https://www.fcswing.co.uk/,2027,6,2027-06,day,wsdc_calendar,,0c55437ea3471cb9627e5409
Michigan Classic,Michigan Classic,Michigan Dance Classic,2027-06-03,2027-06-06,http://MichiganClassicSwing.com,2027,6,2027-06,day,wsdc_calendar,,7b8c80b13cc2108ada2f6047
Baltic Swing,Baltic Swing,Baltic Swing,2027-06-10,2027-06-14,http://www.balticswing.com,2027,6,2027-06,day,wsdc_calendar,,b9be90ccd8a8b928f10eb9dd
D-TOWNSWING,D-TOWNSWING 2027,D-Town Swing,2027-06-10,2027-06-13,http://www.d-townswing.com,2027,6,2027-06,day,wsdc_calendar,,f3e67b27f73d8a0298f1ae4c
SWINGAPALOOZA,SWINGAPALOOZA,Swingapalooza,2027-06-17,2027-06-20,http://www.swingapaloozaevent.com,2027,6,2027-06,day,wsdc_calendar,,a6b17d5e6d7a7a85e19b7b47
BaroqueSwing,BaroqueSwing,Barock Swing Ludwigsburg,2027-06-24,2027-06-27,https://baroqueswing.com,2027,6,2027-06,day,wsdc_calendar,,6e70e89c639d4ec09dcff0ee
Liberty Swing Dance Championships,Liberty Swing Dance Championships,Liberty Swing Dance Championships,2027-06-24,2027-06-28,http://www.libertyswing.com,2027,6,2027-06,day,wsdc_calendar,,e4dd0927482e13fa58dcb587
NeverlandSwing Dutch Swing Championships,NeverlandSwing Dutch Swing Championships 2027,Neverland Swing,2027-06-24,2027-06-28,http://www.neverlandswing.com,2027,6,2027-06,day,wsdc_calendar,,e40360124b6b4c268e2ca3f2
French Connection WCS,French Connection WCS,FRENCH CONNECTION WCS,2027-06-25,2027-06-28,http://frenchconnectionwcs.com,2027,6,2027-06,day,wsdc_calendar,,89d0ad662f7c634e7b0e1184
Americano Dance Camp,Americano Dance Camp,Americano Dance Camp,2027-07-01,,https://t.me/americamodancecamp / https://vk.ru/americano2026,2027,7,2027-07,day_start_only,wsdc_calendar,invalid_end,db5a7c60e225a9ed069e3465
SaunaSwing,SaunaSwing,SaunaSwing,2027-07-01,,http://www.ekarolas.com/saunaswing,2027,7,2027-07,day_start_only,wsdc_calendar,invalid_end,575b5b32c1dcc74214992092
Swing Valley,Swing Valley,Swing Valley,2027-07-01,2027-07-04,http://swing-valley.com,2027,7,2027-07,day,wsdc_calendar,,1f06a91c88431dcc10688671
Carolina Summer Swing,Carolina Summer Swing,Carolina Summer Swing,2027-07-08,2027-07-11,https://carolinasummerswing.com,2027,7,2027-07,day,wsdc_calendar,,f8eacdcd9ba7b9ecdb78b844
Midwest Westie Fest,Midwest Westie Fest,Midwest Westie Fest,2027-07-15,2027-07-18,http://www.midwestwestiefest.com,2027,7,2027-07,day,wsdc_calendar,,f96eb07ff9da4d802b4a4c70
Revitalise WCS,Revitalise WCS,Revitalise WCS,2027-07-15,2027-07-18,https://revitalisewcs.melbourne/,2027,7,2027-07,day,wsdc_calendar,,50944902a4ccc6154f80a5a1
Florida Dance Magic,Florida Dance Magic,Florida Dance Magic,2027-07-22,2027-07-25,https://floridadancemagic.com,2027,7,2027-07,day,wsdc_calendar,,b18c3d43e05f3b8b02ac0cfa
St. Petersburg WCS Nights,St. Petersburg WCS Nights,St. Petersburg WCS Nights,2027-07-22,2027-07-25,http://wcsnights.ru,2027,7,2027-07,day,wsdc_calendar,,3898eb5b6894d9b354ba6164
Lisbon Westie Fest,Lisbon Westie Fest,Lisbon Westie Fest,2027-07-30,2027-08-01,https://lisbonwestiefest.com/,2027,8,2027-08|2027-07,day,wsdc_calendar,,ef5a59ebf837315c45c3b46f
Swingtacular: The Galactic Open,Swingtacular: The Galactic Open,Swingtacular: The Galactic Open,2027-08-05,2027-08-08,http://www.Swingtacular.art,2027,8,2027-08,day,wsdc_calendar,,f1d0c5cafe205706ae173038
Arizona Dance Classic,Arizona Dance Classic,Arizona Dance Classic,2027-08-06,2027-08-08,https://arizonadanceclassic.com/,2027,8,2027-08,day,wsdc_calendar,,35cfc9dda4da8643050b8489
Atlanta Swing Classic,Atlanta Swing Classic,Atlanta Swing Classic,2027-10-07,2027-10-10,https://www.atlantaswingclassic.com/,2027,10,2027-10,day,wsdc_calendar,,2ce85c3ac33355f90225e4be
WCS Festival,WCS Festival,WCS Festival,2027-10-15,2027-10-17,http://www.wcsfestival.com,2027,10,2027-10,day,wsdc_calendar,,aeff0eaade1babe15052fa48
Euro Dance Festival,Euro Dance Festival,Euro Dance Festival,2028-02-29,2028-03-05,https://www.euro-dance-festival.com,2028,3,2028-03|2028-02,day,wsdc_calendar,,0e485aa8568c6408b8ff891a
Atlanta Swing Classic,Atlanta Swing Classic,Atlanta Swing Classic,2028-09-28,2028-10-01,https://www.atlantaswingclassic.com/,2028,10,2028-10|2028-09,day,wsdc_calendar,,39821f515c1dde6fd7bbe6f9
Euro Dance Festival,Euro Dance Festival,Euro Dance Festival,2029-02-13,2029-02-18,https://www.euro-dance-festival.com,2029,2,2029-02,day,wsdc_calendar,,c5c1020337282bf31a238972
Euro Dance Festival,Euro Dance Festival,Euro Dance Festival,2030-03-05,2030-03-10,https://www.euro-dance-festival.com,2030,3,2030-03,day,wsdc_calendar,,161380bf9ca0e135dc8e8143
