year,start_date,original_date,event_name,status_event,event_location,country,confirmed,canceled,link,continent,Latitude,Longitude
2025,23.04.2025,"Apr 23 - 27, 2025",SwingIN Festival,Registry Event,"Bonn, Nordrhein-Westphalen, Germany",Germany,True,False,http://www.tanzhaus-bonn.de/swingin-festival,EU,,
2025,24.04.2025,"Apr 24 - 28, 2025",Detonation Dance,Registry Event,"Manchester, Manchester, United Kingdom",United Kingdom,True,False,http://www.DetonationDance.com,EU,53.4626401,-2.2372955
2025,24.04.2025,"Apr 24 - 27, 2025",Swingover,Registry Event,"Orlando, FL, USA",United States,True,False,http://www.swingoverevent.com,NA,28.5421109,-81.3790304
2025,24.04.2025,"Apr 24 - 27, 2025",HONEY FEST,Registry Event,"Ufa, Bashkortostan Republic, Russia",Russian Federation,True,False,https://honeyfest-ufa.ru/,EU,54.7261409,55.947499
2025,30.04.2025,"Apr 30 - May 4, 2025",Spring Time Swing,Registry Event,"Deutschland , Germany",Germany,True,False,https://springtimeswing.com/,EU,51.1638175,10.4478313
2025,01.05.2025,"May 1 - 5, 2025",Swing Dance America,Registry Event,"Lake Geneva, Wisconsin",United States,True,False,https://www.swingdanceamerica.com/,NA,42.5918039,-88.4345369
2025,01.05.2025,"May 1 - 4, 2025",BeeMAD,Registry Event,"Madrid, Spain",Spain,True,False,https://beemadwcs.com,EU,40.4167047,-3.7035825
2025,01.05.2025,"May 1 - 5, 2025",Nordic WCS Championships,Registry Event,"Stockholm, Stockholm, Sweden",Sweden,True,False,http://www.nordicwcschamps.com,EU,59.3251172,18.0710935
2025,01.05.2025,"May 1 - 4, 2025",Swingin' Into Spring 2025,Registry Event,"Windsor Locks, CT",United States,True,False,http://www.sis.djkenm.com,NA,41.9281305,-72.643631
2025,08.05.2025,"May 8 - 12, 2025",SOM - Swing of Music,Registry Event,"Wels, Austria",Austria,True,False,https://www.swingofmusic.com/,EU,48.1565472,14.0243752
2025,08.05.2025,"May 8 - 11, 2025",Med in Swing,Trial Event,"Toulon, France",Russian Federation,True,False,http://www.medinswing.rocks,EU,43.1257311,5.9304919
2025,09.05.2025,"May 9 - 11, 2025",Swingsation,Registry Event,"Queensland, Australia",Australia,True,False,https://rawconnection.com.au/swingsation/,OC,-22.1646782,144.5844903
2025,15.05.2025,"May 15 - 18, 2025",SOswing,Registry Event,"Ashland, OR",United States,True,False,http://soswingdance.com,NA,42.1972487,-122.7153995
2025,15.05.2025,"May 15 - 18, 2025",Show Me Showdown,Registry Event,"St. Louis, MO",United States,True,False,http://TheShowMeShowdown.com,NA,38.6280278,-90.1910154
2025,16.05.2025,"May 16 - 19, 2025",Canadian Swing Championships,Registry Event,"Montreal, Quebec, Canada",Canada,True,False,http://canadianswingchampionships.com,NA,45.5031824,-73.5698065
2025,16.05.2025,"May 16 - 18, 2025",Texas Classic,Registry Event,"Austin, Texas, USA",United States,True,False,http://www.thetexasclassic.com,NA,30.2711286,-97.7436995
2025,16.05.2025,"May 16 - 18, 2025",Dance Jam Jack & Jill Weekend,Trial Event,"Washington, DC",United States,True,False,http://www.dancejamproductions.com,NA,38.8950368,-77.0365427
2025,22.05.2025,"May 22 - 26, 2025",USA Grand National Dance Championships,Registry Event,"Atlanta, GA",United States,True,False,http://www.usagrandnationals.com,NA,33.7489924,-84.3902644
2025,23.05.2025,"May 23 - 25, 2025",Nanaimo Dance Fusion,Trial Event,"Nanaimo, British Columbia, Canada",Canada,True,False,http://www.nanaimodancefusion.ca,NA,49.163877,-123.938122
2025,28.05.2025,"May 28 - Jun 2, 2025",French Open WCS,Registry Event,"Paris, france",France,True,False,http://www.fowcs.com,EU,48.8588897,2.320041
2025,29.05.2025,"May 29 - Jun 1, 2025",Michigan Classic,Registry Event,"Detroit, MI",United States,True,False,http://www.michiganclassicswing.com,NA,42.3315509,-83.0466403
2025,30.05.2025,"May 30 - Jun 1, 2025",Next Level Swing,Trial Event,"Gothenburg, Sweden",Sweden,True,False,http://www.next-level.dance,EU,57.7072326,11.9670171
2025,30.05.2025,"May 30 - Jun 1, 2025",Festival City Swing,Trial Event,"Edinburgh, Scotland",United Kingdom,True,False,https://festivalcityswing.co.uk/,EU,55.9533456,-3.1883749
2025,30.05.2025,"May 30 - Jun 1, 2025",Hungarian Open,Registry Event,"Budapest,  Hungary",Hungary,True,False,http://wcs-ho.com,EU,47.4813896,19.1460941
2025,05.06.2025,"Jun 5 - 9, 2025",Jack & Jill O'Rama,Registry Event,"Anaheim, CA, United States",United States,True,False,https://jackandjillorama.com/,NA,33.8347516,-117.911732
2025,05.06.2025,"Jun 5 - 9, 2025",BALTIC SWING,Registry Event,"Gdańsk, Pomorskie, Poland",Poland,True,False,http://www.balticswing.com,EU,54.3482907,18.6540233
2025,05.06.2025,"Jun 5 - 8, 2025",Orange Blossom Dance Festival,Registry Event,"Orlando, FL",United States,True,False,http://www.orangeblossomdance.net,NA,28.5421109,-81.3790304
2025,12.06.2025,"Jun 12 - 15, 2025",D-TOWNSWING,Registry Event,"Boston Club, NRW, Germany",Germany,True,False,http://www.d-townsing.com,EU,51.2052607,6.856152
2025,19.06.2025,"Jun 19 - 22, 2025",Barock Swing Ludwigsburg,Trial Event,"Ludwigsburg, Baden-Württemberg, Deutschland",Germany,True,False,https://lb-barockswing.com/index.php,EU,48.8953937,9.1895147
2025,20.06.2025,"Jun 20 - 22, 2025",SWINGAPALOOZA,Registry Event,"Baton Rouge, LA, US",United States,True,False,http://www.swingapaloozaevent.com,NA,30.4494155,-91.1869659
2025,26.06.2025,"Jun 26 - 29, 2025",Dance N Play,Registry Event,"Redmond, Oregon",United States,True,False,https://dancenplay.com/,NA,44.2726203,-121.173921
2025,26.06.2025,"Jun 26 - 29, 2025",Colorado Country Classic,Registry Event,"Denver, CO",United States,True,False,http://www.coloradocountryclassic.net,NA,39.7392364,-104.984862
2025,26.06.2025,"Jun 26 - 29, 2025",Liberty Swing Dance Championships,Registry Event,"New Brunswick, NJ, New Jersey, USA",United States,True,False,http://www.libertyswing.com,NA,40.4951365,-74.4439254
2025,26.06.2025,"Jun 26 - 30, 2025",NeverlandSwing,Registry Event,"Amsterdam, North-Holland, Netherlands",Netherlands,True,False,http://www.neverlandswing.com,EU,52.3730796,4.8924534
2025,27.06.2025,"Jun 27 - 29, 2025",Swing Fiction,Registry Event,Czech Republic,Czechia,True,False,https://www.swingfiction.cz/,EU,49.7439047,15.3381061
2025,27.06.2025,"Jun 27 - 30, 2025",FRENCH CONNECTION WCS,Trial Event,"Annecy , France",France,True,False,http://FRENCHCONNECTIONWCS.COM,EU,45.8992348,6.1288847
2025,03.07.2025,"Jul 3 - 6, 2025",Phoenix 4th of July,Registry Event,"Phoenix, AZ",United States,True,False,http://phoenix4thofjuly.com,NA,33.4484367,-112.074141
2025,03.07.2025,"Jul 3 - 6, 2025",Wild Wild Westie,Registry Event,"Dallas, Texas",United States,True,False,http://www.WildWildWestie.com,NA,32.7762719,-96.7968559
2025,03.07.2025,"Jul 3 - 7, 2025",Americano Dance Camp,Registry Event,"Samara,  Russia",Russian Federation,True,False,https://vk.com/americano2025 t.me/americamodancecamp,EU,53.1956255,50.1014927
2025,03.07.2025,"Jul 3 - 6, 2025",SaunaSwing,Registry Event,"Ikaalinen, Pirkanmaa, Finland",Finland,True,False,https://ekarolas.com/saunaswing/,EU,61.7701493,23.0633777
2025,10.07.2025,"Jul 10 - 13, 2025",Big Apple Dance Festival,Registry Event,"Morristown, NJ, US",United States,True,False,http://bigapplecountrydance.com,NA,40.7970382,-74.4809868
2025,10.07.2025,"Jul 10 - 13, 2025",MY Swing 2025,Registry Event,"Kuala Lumpur, Selangor, Malaysia",Malaysia,True,False,https://www.myswingopen.com/,AS,3.161605,101.7333644
2025,10.07.2025,"Jul 10 - 13, 2025",Carolina Summer Swing,Trial Event,"Greenville, South Carolina, SC, USA",United States,True,False,https://carolinasummerswing.com/,NA,34.851354,-82.3984882
2025,11.07.2025,"Jul 11 - 13, 2025",SaunaSwing,Registry Event,"Ikaalinen, Pirkanmaa, Finland",Finland,False,False,https://ekarolas.com/saunaswing/,EU,61.7701493,23.0633777
2025,11.07.2025,"Jul 11 - 13, 2025",Mediterranean Open WCS,Trial Event,"Barcelona,  Spain",Spain,True,False,https://mediterraneanopenwcs.com/,EU,41.3828939,2.1774322
2025,17.07.2025,"Jul 17 - 20, 2025",St. Petersburg WCS Nights,Registry Event,"St. Petersburg, Russia",Russian Federation,True,False,http://wcsnights.ru,EU,59.9606739,30.1586551
2025,17.07.2025,"Jul 17 - 20, 2025",Midwest Westie Fest 2025,Registry Event,"Overland Park, Kansas",United States,True,False,http://Www.Midwestwestiefest.com,NA,38.9742502,-94.6851702
2025,18.07.2025,"Jul 18 - 20, 2025",Toronto Open Swing and Hustle Championships,Registry Event,"Toronto, Ontario, Canada",Canada,False,False,http://www.TOSHC.com,NA,43.6534817,-79.3839347
2025,18.07.2025,"Jul 18 - 20, 2025",Rock the Barn,Registry Event,"Grasmyr, Sweden",Sweden,True,False,https://rockthebarn.se/,EU,63.7674774,19.6180725
2025,18.07.2025,"Jul 18 - 20, 2025",Revitalise WCS,Trial Event,"Melbourne, Australia",Australia,True,False,https://withjoy.com/revitalisewcs-melbourne2025/welcome,OC,-37.8142454,144.9631732
2025,24.07.2025,"Jul 24 - 27, 2025",Dance Mardi Gras,Registry Event,"New Orelans, LA, USA",United States,True,False,https://dancemardigras.com/,NA,29.9506153,-90.0871892
2025,24.07.2025,"Jul 24 - 27, 2025",Florida Dance Magic,Registry Event,"Fort Lauderdale, FL, United States",United States,True,False,https://floridadancemagic.com,NA,26.1223084,-80.1433786
2025,25.07.2025,"Jul 25 - 27, 2025",Odyssey West Coast Swing,Registry Event,"Gold Coast, Qld, Australia",Australia,False,False,http://Odysseywcs.dance,OC,-28.0023731,153.4145987
2025,31.07.2025,"Jul 31 - Aug 3, 2025",Sea Sun & Swing Camp (Hiatus in 2025),Registry Event,La Grande Mott,France,True,False,http://www.seasunswing.fr,EU,43.5634903,4.0986508
2025,31.07.2025,"Jul 31 - Aug 3, 2025",New England Dance Festival,Registry Event,"Boston, MA, USA",United States,True,False,http://www.nedancefestival.com,NA,42.3554334,-71.060511
2025,01.08.2025,"Aug 1 - 3, 2025",Arizona Dance Classic,Registry Event,"Phoenix, AZ",United States,False,False,http://www.arizonadanceclassic.com,NA,33.4484367,-112.074141
2025,01.08.2025,"Aug 1 - 3, 2025",Bristol Swing Fiesta,Registry Event,"Bristol, UK",United Kingdom,True,False,https://www.bristolcityswing.com/bsf,EU,51.4538022,-2.5972985
