event_id,event_name,event_year,event_month,planned_start_date,planned_end_date,calendar_status,date_source,source_fingerprint,calendar_title,url,match_via,scraped_at,updated_at
348,Euro Dance Festival,2030,3,2030-03-05,2030-03-10,scheduled,wsdc_calendar,161380bf9ca0e135dc8e8143,Euro Dance Festival,https://www.euro-dance-festival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
348,Euro Dance Festival,2029,2,2029-02-13,2029-02-18,scheduled,wsdc_calendar,c5c1020337282bf31a238972,Euro Dance Festival,https://www.euro-dance-festival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
211,Atlanta Swing Classic,2028,10,2028-09-28,2028-10-01,scheduled,wsdc_calendar,39821f515c1dde6fd7bbe6f9,Atlanta Swing Classic,https://www.atlantaswingclassic.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
354,Spring Time Swing,2028,5,2028-05-04,2028-05-07,scheduled,wsdc_calendar,2d2d797fa9694535f75d75e2,Spring Time Swing,https://springtimeswing.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
348,Euro Dance Festival,2028,3,2028-02-29,2028-03-05,scheduled,wsdc_calendar,0e485aa8568c6408b8ff891a,Euro Dance Festival,https://www.euro-dance-festival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
990001,Soul Flow - West Coast Swing Festival,2027,12,2027-12-10,2027-12-12,unconfirmed,operator,operator:soul-flow-2027-expected,Soul Flow - West Coast Swing Festival,https://www.globalgrandprixwcs.com/,operator_assumption,2026-09-22 12:57:48.278986+00,2026-09-22 12:57:48.278986+00
346,Swingside Invitational,2027,10,2027-10-22,2027-10-24,scheduled,wsdc_calendar,5fe9a6614c422ab66dd34ae8,Swingside Invitational,http://www.swingside-invitational.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
286,WCS Festival,2027,10,2027-10-15,2027-10-17,scheduled,wsdc_calendar,aeff0eaade1babe15052fa48,WCS Festival,http://www.wcsfestival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
211,Atlanta Swing Classic,2027,10,2027-10-07,2027-10-10,scheduled,wsdc_calendar,2ce85c3ac33355f90225e4be,Atlanta Swing Classic,https://www.atlantaswingclassic.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
254,Finnfest,2027,9,2027-09-17,2027-09-20,scheduled,wsdc_calendar,a3b5d2f4e273b2edf3df1b8a,Finnfest,https://finnfest.fi/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
167,Best of the Best WCS,2027,9,2027-09-16,2027-09-19,scheduled,wsdc_calendar,515b5fc82ee6d05b73394c2b,Best of the Best WCS,https://www.bestofthebestwcs.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
135,Desert City Swing,2027,9,2027-09-02,2027-09-06,scheduled,wsdc_calendar,40003e88c037e75bd7c2dc0c,Desert City Swing,https://www.desertcityswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
119,Chicagoland Country and Swing Dance Festival,2027,8,2027-08-20,2027-08-22,scheduled,wsdc_calendar,94c76665fb7ce6eb4a072ea3,Chicagoland Country and Swing Dance Festival,https://chicagolanddancefestival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
53,Summer Hummer,2027,8,2027-08-19,2027-08-22,scheduled,wsdc_calendar,824671c16208cfafa959cd66,Summer Hummer,https://summerhummerboston.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
356,The Bend Connection,2027,8,2027-08-19,2027-08-22,scheduled,wsdc_calendar,e93edd6912a733570e729f01,The Bend Connection,https://thebendconnection.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
384,Grand Party Sofia (GPS),2027,8,2027-08-12,2027-08-16,scheduled,wsdc_calendar,925801deb9e5c97b2ae4adce,Grand Party Sofia (GPS),https://wcs-gps.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
77,Arizona Dance Classic,2027,8,2027-08-06,2027-08-08,scheduled,wsdc_calendar,35cfc9dda4da8643050b8489,Arizona Dance Classic,https://arizonadanceclassic.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
227,Swingtacular: The Galactic Open,2027,8,2027-08-05,2027-08-08,scheduled,wsdc_calendar,f1d0c5cafe205706ae173038,Swingtacular: The Galactic Open,http://www.Swingtacular.art,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
382,Lisbon Westie Fest,2027,8,2027-07-30,2027-08-01,scheduled,wsdc_calendar,ef5a59ebf837315c45c3b46f,Lisbon Westie Fest,https://lisbonwestiefest.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
404,Infinite Swing,2027,8,2027-07-29,2027-08-01,scheduled,wsdc_calendar,e0e29164988662ec78f7e3ee,Infinite Swing,https://www.infinite-swing.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
383,Warsaw Summer Nights Westival,2027,8,2027-07-29,2027-08-02,scheduled,wsdc_calendar,8c25a58f8fd7ea0b7c86a039,Warsaw Summer Nights Westival,https://www.summernightswestival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
149,Florida Dance Magic,2027,7,2027-07-22,2027-07-25,scheduled,wsdc_calendar,b18c3d43e05f3b8b02ac0cfa,Florida Dance Magic,https://floridadancemagic.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
280,Saint Petersburg WCS Nights,2027,7,2027-07-22,2027-07-25,scheduled,wsdc_calendar,3898eb5b6894d9b354ba6164,St. Petersburg WCS Nights,http://wcsnights.ru,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
460,Show-Me Showdown,2027,7,2027-07-22,2027-07-25,scheduled,wsdc_calendar,3898eb5b6894d9b354ba6164,St. Petersburg WCS Nights,http://wcsnights.ru,url,2026-08-18 08:59:19.753267+00,2026-08-18 08:59:19.753267+00
224,Midwest Westie Fest,2027,7,2027-07-15,2027-07-18,scheduled,wsdc_calendar,f96eb07ff9da4d802b4a4c70,Midwest Westie Fest,http://www.midwestwestiefest.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
385,Revitalise WCS,2027,7,2027-07-15,2027-07-18,scheduled,wsdc_calendar,50944902a4ccc6154f80a5a1,Revitalise WCS,https://revitalisewcs.melbourne/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
373,Carolina Summer Swing,2027,7,2027-07-08,2027-07-11,scheduled,wsdc_calendar,f8eacdcd9ba7b9ecdb78b844,Carolina Summer Swing,https://carolinasummerswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
278,Americano Dance Camp,2027,7,2027-07-01,,scheduled,wsdc_calendar,db5a7c60e225a9ed069e3465,Americano Dance Camp,https://t.me/americamodancecamp / https://vk.ru/americano2026,url_host,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
360,SaunaSwing,2027,7,2027-07-01,,scheduled,wsdc_calendar,575b5b32c1dcc74214992092,SaunaSwing,http://www.ekarolas.com/saunaswing,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
369,FRENCH CONNECTION WCS,2027,6,2027-06-25,2027-06-28,scheduled,wsdc_calendar,89d0ad662f7c634e7b0e1184,French Connection WCS,http://frenchconnectionwcs.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
412,Asia WCS Open XIII,2027,6,2027-06-24,2027-06-27,scheduled,wsdc_calendar,6e70e89c639d4ec09dcff0ee,BaroqueSwing,https://baroqueswing.com,name,2026-07-21 10:16:00.276752+00,2026-07-21 10:16:00.276752+00
374,Barock Swing Ludwigsburg,2027,6,2027-06-24,2027-06-27,scheduled,wsdc_calendar,6e70e89c639d4ec09dcff0ee,BaroqueSwing,https://baroqueswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
96,Liberty Swing Dance Championships,2027,6,2027-06-24,2027-06-28,scheduled,wsdc_calendar,e4dd0927482e13fa58dcb587,Liberty Swing Dance Championships,http://www.libertyswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
261,Neverland Swing,2027,6,2027-06-24,2027-06-28,scheduled,wsdc_calendar,e40360124b6b4c268e2ca3f2,NeverlandSwing Dutch Swing Championships 2027,http://www.neverlandswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
162,Swingapalooza,2027,6,2027-06-17,2027-06-20,scheduled,wsdc_calendar,a6b17d5e6d7a7a85e19b7b47,SWINGAPALOOZA,http://www.swingapaloozaevent.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
222,Baltic Swing,2027,6,2027-06-10,2027-06-14,scheduled,wsdc_calendar,b9be90ccd8a8b928f10eb9dd,Baltic Swing,http://www.balticswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
220,D-Town Swing,2027,6,2027-06-10,2027-06-13,scheduled,wsdc_calendar,f3e67b27f73d8a0298f1ae4c,D-TOWNSWING 2027,http://www.d-townswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
371,Festival City Swing,2027,6,2027-06-03,2027-06-07,scheduled,wsdc_calendar,0c55437ea3471cb9627e5409,Festival City Swing,https://www.fcswing.co.uk/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
76,Michigan Dance Classic,2027,6,2027-06-03,2027-06-06,scheduled,wsdc_calendar,7b8c80b13cc2108ada2f6047,Michigan Classic,http://MichiganClassicSwing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
22,USA Grand Nationals,2027,5,2027-05-27,2027-05-31,scheduled,wsdc_calendar,5bf826dc40b0b2ef68b8a310,USA Grand National Dance Championships,http://www.usagrandnationals.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
364,Nanaimo Dance Fusion,2027,5,2027-05-21,2027-05-23,scheduled,wsdc_calendar,0386fcb6ca19dc85b5bc1691,Nanaimo Dance Fusion,http://www.nanaimodancefusion.ca,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
428,Dutch open West Coast swing,2027,5,2027-05-20,2027-05-23,scheduled,wsdc_calendar,207bdba1fc6a2efeb08174f8,Gateway Swing Classic,http://gatewayswing.com,url,2026-08-08 11:32:16.588488+00,2026-08-08 11:32:16.588488+00
430,FloorPlay New Years Swing Vacation,2027,5,2027-05-20,2027-05-23,scheduled,wsdc_calendar,207bdba1fc6a2efeb08174f8,Gateway Swing Classic,http://gatewayswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
221,Show Me Showdown,2027,5,2027-05-20,2027-05-23,scheduled,wsdc_calendar,207bdba1fc6a2efeb08174f8,Gateway Swing Classic,http://gatewayswing.com,url,2026-09-08 12:23:53.35443+00,2026-09-08 12:23:53.35443+00
354,Spring Time Swing,2027,5,2027-05-20,2027-05-24,scheduled,wsdc_calendar,6a2fa76491a42cb1136df4e9,Spring Time Swing,https://springtimeswing.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
379,Med in Swing,2027,5,2027-05-14,2027-05-17,scheduled,wsdc_calendar,42a1cb63d5cfb5dbe43b3ad3,Med in Swing,https://www.medinswing.rocks,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
336,SOM - Swing of Music,2027,5,2027-05-14,2027-05-17,scheduled,wsdc_calendar,285f974da18393fa79363f92,SOM-Swing of Music,https://www.swingofmusic.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
205,SOswing,2027,5,2027-05-13,2027-05-16,scheduled,wsdc_calendar,dec2d01cf6c276393794e498,SOswing,http://wwww.soswingdance.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
174,Swingsation,2027,5,2027-05-13,2027-05-17,scheduled,wsdc_calendar,806f183da786d88a1b7652c3,Swingsation,https://rawconnection.com.au/swingsation/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
372,Dance Jam Jack & Jill Weekend,2027,5,2027-05-07,2027-05-09,scheduled,wsdc_calendar,42e5533ac3e6733ad67540c9,Westie Weekend,https://dancejamproductions.com/westieweekend/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
175,French Open West Coast Swing,2027,5,2027-05-05,2027-05-10,scheduled,wsdc_calendar,c9ef58edc9380effd615c275,French Open WCS,http://www.fowcs.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
347,BeeMAD,2027,5,2027-04-29,2027-05-02,scheduled,wsdc_calendar,d1667c2ae99fb9bc30249db0,BeeMAD,https://beemadwcs.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
116,Calgary Dance Stampede,2027,5,2027-04-29,2027-05-02,scheduled,wsdc_calendar,f0e8aab92071237f14b7b6cc,Calgary Dance Stampede,http://www.calgarydancestampede.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
187,City of Angels WCS,2027,5,2027-04-29,2027-05-02,scheduled,wsdc_calendar,dbfc1fe3a5123bc308791fa9,City of Angels WCS,https://cityofangelswcs.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
253,Nordic WCS Championships,2027,5,2027-04-29,2027-05-03,scheduled,wsdc_calendar,8c447af66793f24eef18e99d,Nordic WCS Championships,http://www.nordicwcschamps.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
144,Swingin' Into Spring,2027,5,2027-04-29,2027-05-02,scheduled,wsdc_calendar,1cd8866ac523c42ccdc69640,Swingin' Into Spring,http://www.sis.djkenm.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
278,Americano Dance Camp,2027,4,2027-04-22,2027-04-25,scheduled,wsdc_calendar,ee85219d85cfa5e99b61ddc5,HONEY FEST,https://t.me/honeyfest,url_host,2026-08-11 08:44:33.59145+00,2026-08-11 08:44:33.59145+00
203,Detonation Dance,2027,4,2027-04-22,2027-04-26,scheduled,wsdc_calendar,177ab9b6fc92e510ecae6a30,Detonation Dance,http://www.DetonationDance.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
345,HONEY FEST,2027,4,2027-04-22,2027-04-25,scheduled,wsdc_calendar,ee85219d85cfa5e99b61ddc5,HONEY FEST,https://t.me/honeyfest,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
393,Swing in Bloom,2027,4,2027-04-22,2027-04-25,scheduled,wsdc_calendar,2b18442eca2b6a3d1356183f,Swing in Bloom,http://www.swinginbloom.ca,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
370,SwingIN Festival,2027,4,2027-04-22,2027-04-25,scheduled,wsdc_calendar,ed28cf4dab1b3dfc9b062ec2,SwingIn Festival,http://www.swinginfestival.de,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
259,Swingover,2027,4,2027-04-22,2027-04-25,scheduled,wsdc_calendar,6c46998cf8a8dec506bd7952,Swingover 2027,http://swingoverevent.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
293,Westy Nantes,2027,4,2027-04-16,2027-04-18,scheduled,wsdc_calendar,12dd04939cc7c2cf4c940810,WESTY NANTES,https://www.westynantes.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
218,Asia West Coast Swing Open,2027,4,2027-04-15,2027-04-18,scheduled,wsdc_calendar,9eb4e92c441cadd7a288df00,Asia WCS Open 2027,https://asiawcsopen.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
352,Slovenian Open,2027,4,2027-04-14,2027-04-19,scheduled,wsdc_calendar,57fd268088f41cacf7ecb9a8,Slovenian Open,https://slovenianopen.dance/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
210,Korean Open WCS Championships,2027,4,2027-04-08,2027-04-11,scheduled,wsdc_calendar,4387e59e411ddba91259cfa1,KOREAN OPEN WCS CHAMPIONSHIPS,https://www.kopenwcs.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
304,Swing In Capital,2027,4,2027-04-01,2027-04-04,scheduled,wsdc_calendar,23321d869097a09168899c9b,Swing In Capital,https://swingincapital.com,name,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
18,Easter Swing,2027,3,2027-03-25,2027-03-28,scheduled,wsdc_calendar,aa533072fad248f8c14e2bfa,Easter Swing,https://easterswing.org/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
132,Tulsa Spring Swing,2027,3,2027-03-25,2027-03-28,scheduled,wsdc_calendar,242d95ad21d0060d7ca2609a,TULSA SPRING SWING,http://www.TulsaSpringSwing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
154,UK WCS Championships,2027,3,2027-03-25,2027-03-29,scheduled,wsdc_calendar,29a5754366eff0b24ddda947,UK West Coast Swing Championships,http://www.ukwcschamps.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
9,Boston Tea Party,2027,3,2027-03-19,2027-03-22,scheduled,wsdc_calendar,c0545522b66295dbe663f22b,The Boston Tea Party,http://teapartyswings.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
292,King Swing,2027,3,2027-03-18,2027-03-22,scheduled,wsdc_calendar,16342930deeee3448a06aa86,King Swing,https://kingswing.pl,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
142,The Chicago Classic,2027,3,2027-03-18,2027-03-21,scheduled,wsdc_calendar,ef86cc2d04c4085fa11b168a,The Chicago Classic,https://thechicagoclassic.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
186,West in Lyon,2027,3,2027-03-18,2027-03-22,scheduled,wsdc_calendar,cc64d82b7e7b5bc97ab01192,West In Lyon,http://www.west-in-lyon.fr,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
143,High Desert Dance Classic,2027,3,2027-03-12,2027-03-14,scheduled,wsdc_calendar,22c83f815d1f7c50990efe55,High Desert Dance Classic,http://www.highdesertdanceclassic.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
197,5280 Westival,2027,3,2027-03-11,2027-03-15,scheduled,wsdc_calendar,d2605cdb9c5528d401dfc5f0,5280 Westival,http://www.5280westival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
275,Dutch Open West Coast Swing,2027,3,2027-03-11,2027-03-14,scheduled,wsdc_calendar,ac9861f3c21a0de7441dda4e,Dutch Open Wcs,http://www.dutchopenwcs.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
153,Novice Invitational,2027,3,2027-03-11,2027-03-14,scheduled,wsdc_calendar,5cb418e1cefe86f59aa9c02c,H-Town Throw Down 2027,http://www.htownthrowdownwcs.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
314,Westie Spring Thing,2027,3,2027-03-11,2027-03-14,scheduled,wsdc_calendar,cbc982b65580c7c59ae375fc,Westie Spring Thing,https://westiespringthing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
232,Norway Westie Fest,2027,3,2027-03-05,2027-03-08,scheduled,wsdc_calendar,025937ca39e86c62d3fb8333,Norway Westie Fest,https://www.norwaywestiefest.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
333,Swingvasion,2027,3,2027-03-05,2027-03-07,scheduled,wsdc_calendar,97caf01900cc44471500cc66,Swingvasion,https://swingvasion.nz/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
92,MADjam,2027,3,2027-03-04,2027-03-08,scheduled,wsdc_calendar,1373dc45d44794e1f62c553f,MADjam (Mid Atlantic Dance Jam),http://www.atlanticdancejam.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
378,New York Flow Festival,2027,2,2027-02-26,,scheduled,wsdc_calendar,46bf56ad183180f8570e88f4,New York Flow Festival,https://www.flowfest.nyc,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
272,Paris Westie Fest,2027,3,2027-02-25,2027-03-01,scheduled,wsdc_calendar,3760aeff8a051bdb04ac6337,Paris Swing Classic,http://Https://parisswingclassic.com,name,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
244,Rose City Swing,2027,2,2027-02-25,2027-02-28,scheduled,wsdc_calendar,4f69295ab8d7604e6cf80d04,Rose City Swing,https://rosecityswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
394,Southern Lights Swing,2027,2,2027-02-25,2027-02-28,scheduled,wsdc_calendar,0c198929a933851cbd90fd14,Southern Lights Swing,http://www.southernlightsswing.com.au,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
297,Winter Coast Swing,2027,2,2027-02-25,2027-02-28,scheduled,wsdc_calendar,7b3d6fff92c0354d3876aa80,Winter Coast Swing,https://www.wintercoastswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
386,Prague Alchemy Swing,2027,2,2027-02-19,2027-02-21,scheduled,wsdc_calendar,c49284ca484a8983ae077ae6,Prague Alchemy Swing,https://praguealchemyswing.cz/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
310,Valentine Swing,2027,2,2027-02-19,2027-02-22,scheduled,wsdc_calendar,b38034eb233fca768a67e52d,Valentine Swing,http://www.valentineswing.dance,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
344,Arousa Westie Fest,2027,2,2027-02-18,2027-02-21,scheduled,wsdc_calendar,a6cf29c8f6b7b6f1bd2801ec,Arousa Westie Fest,https://www.arousawestiefest.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
343,Swing Crush,2027,2,2027-02-18,2027-02-22,scheduled,wsdc_calendar,00ed3769889c16f69af8e633,Swing Crush,https://swingcrush.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
12,Capital Swing Dance Convention,2027,2,2027-02-11,2027-02-14,scheduled,wsdc_calendar,acbb3f4971f5ed55a4699a8c,Capital Swing Convention,http://www.capitalswingconvention.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
348,Euro Dance Festival,2027,2,2027-02-09,2027-02-14,scheduled,wsdc_calendar,a4f568d45ef14d2c739e3f69,Euro Dance Festival,https://www.euro-dance-festival.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
363,Trinity Swing,2027,2,2027-02-05,2027-02-07,scheduled,wsdc_calendar,1150c8d16a7c652d14f37329,Trinity Swing,http://www.Trinityswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
273,Charlotte Westie Fest,2027,2,2027-02-04,2027-02-07,scheduled,wsdc_calendar,456e9587ab408a61ee8fb8dd,Charlotte WestieFest,https://charlottewestiefest.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
215,Swing & Snow,2027,2,2027-02-04,2027-02-07,scheduled,wsdc_calendar,d7984f99b7b4eb2801ee886d,Swing & Snow,http://swingandsnow.ru,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
258,Swingtzerland,2027,2,2027-02-04,2027-02-07,scheduled,wsdc_calendar,a62ad73a60b0e6e6f9fa2e10,Swingtzerland,https://swingtzerland.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
387,Waterloo Ontario Open West Coast Swing Championships,2027,2,2027-02-04,2027-02-07,scheduled,wsdc_calendar,94dd6b167f835a486ea3ebec,Waterloo Ontario Open West Coast Swing Championships,http://www.waterlooopenwcs.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
183,Freedom Swing Dance Challenge,2027,1,2027-01-22,2027-01-24,scheduled,wsdc_calendar,885bf306df9d2904e6719f8b,Freedom Swing Dance Challenge,https://freedomswingdance.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
242,Derby City Swing,2027,1,2027-01-21,2027-01-24,scheduled,wsdc_calendar,fd4820df09caec60306ecb5c,Derby City Swing,https://derbycityswing.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
301,Swing Resolution,2027,1,2027-01-21,2027-01-25,scheduled,wsdc_calendar,348e923e061ad80ae931705c,SWING RESOLUTION,http://www.swingresolution.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
309,Avignon City Swing,2027,1,2027-01-15,2027-01-17,scheduled,wsdc_calendar,e1d9833f24ce487d85fdd220,Avignon City Swing,https://www.avignoncityswing.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
62,Monterey SwingFest,2027,1,2027-01-15,2027-01-17,scheduled,wsdc_calendar,4e8f029ff9764913b91ef381,Monterey Swing Fest,http://www.montereyswing.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
200,Austin Swing Dance Championships,2027,1,2027-01-14,2027-01-17,scheduled,wsdc_calendar,02fe2e08635061dd65b6643b,Austin Swing Dance Championships,https://austinswingdance.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
196,SwingCouver,2027,1,2027-01-07,2027-01-11,scheduled,wsdc_calendar,8e9d2f0dbe5d184365b8112e,SwingCo,https://swingco.dance/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
184,BudaFest Open WCS Championships,2027,1,2027-01-05,2027-01-10,scheduled,wsdc_calendar,f0ac9f7662095c059e33b588,BudaFest Open WCS Championships,http://wcs-budafest.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
334,Countdown Swing Boston,2027,1,2026-12-31,2027-01-03,scheduled,wsdc_calendar,b67285afe74986042474995d,Countdown Swing Boston,http://Countdownswingboston.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
240,Westie Gala,2027,1,2026-12-31,2027-01-04,scheduled,wsdc_calendar,1fb9bccd04bd5603050fff13,Westie Gala,http://www.westiegala.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
42,Floorplay Swing Vacation,2027,1,2026-12-30,2027-01-03,scheduled,wsdc_calendar,3d1a373a646fd7a9259aa177,Floorplay Swing Vacation,http://www.floorplayswingvacation.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
214,New Year's Swing Fling,2027,1,2026-12-30,2027-01-03,scheduled,wsdc_calendar,806db9430ca1669dbdd1db68,New Years Swing Fling,http://nysf.uk,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
141,Spotlight New Year's Celebration,2027,1,2026-12-30,2027-01-03,scheduled,wsdc_calendar,265041bf8f9831e810135cfd,Spotlight New Year's Celebration,http://www.spotlightnewyears.com,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
289,SwingVester,2027,1,2026-12-30,,scheduled,wsdc_calendar,d8a575f459c377efad9e5a4b,SwingVester,https://www.swingvester.com/,url,2026-09-22 12:56:41.851343+00,2026-09-22 12:56:41.851343+00
