event_id,canonical_name,url,registry_status,typical_city,typical_state,typical_country,typical_location,first_edition_year,last_edition_year,edition_count,total_result_rows,unique_dancers,upcoming_start_date,upcoming_location,updated_at
212,The After Party (TAP),http://www.tapwcs.com/,Registry Event,,,United States,"Orange County, CA, United States",2013,2021,8,856,604,2026-12-03,"Orange County, CA, United States",2026-06-23 12:49:48.149947+00
355,The Aloha Open,http://www.alohaopenwcs.com/,Registry Event,,,United States,"Wailea, Hawaii/Maui, United States",2025,2025,1,45,40,2026-09-23,"Wailea, Hawaii/Maui, United States",2026-06-23 12:49:48.149947+00
381,The Australian Classic West Coast Swing Dance Championships (Trial Event),http://www.dancewcsa.com.au,,,,,,2025,2025,1,50,35,,,2026-06-23 12:49:48.149947+00
356,The Bend Connection,http://thebendconnection.com/,Registry Event,,,United States,"Bend, OR, United States",2025,2025,1,69,65,2026-08-20,"Bend, OR, United States",2026-06-23 12:49:48.149947+00
476,The Boston Tea Party,,,,,,,2019,2026,4,451,362,,,2026-06-23 12:49:48.149947+00
216,The Brazilian Open,,,,,,,2018,2018,1,24,24,,,2026-06-23 12:49:48.149947+00
477,The Brazilian Open Championships,,,,,,,2014,2016,3,106,72,,,2026-06-23 12:49:48.149947+00
478,The Brazilian Open Championships (Cancelled due to Coronavirus),,,,,,,2019,2019,1,24,24,,,2026-06-23 12:49:48.149947+00
239,The Challenge,,,,,,,2014,2015,2,215,189,,,2026-06-23 12:49:48.149947+00
142,The Chicago Classic,https://thechicagoclassic.com/,Registry Event,,,United States,"Chicago, IL, United States",2008,2026,14,1869,1137,2027-03-18,"Chicago, IL, United States",2026-06-23 12:49:48.149947+00
155,The City of Light,,,,,,,2009,2011,3,80,60,,,2026-06-23 12:49:48.149947+00
479,The German Open WCS Championships,,,,,,,2024,2024,1,170,153,,,2026-06-23 12:49:48.149947+00
480,The New Zealand Open,,,,,,,2022,2022,1,34,34,,,2026-06-23 12:49:48.149947+00
481,The New Zealand West Coast Swing Open,,,,,,,2025,2025,1,60,57,,,2026-06-23 12:49:48.149947+00
121,The Texas Classic,http://Www.thetexasclassic.com,,,,,,2006,2019,13,418,281,,,2026-06-23 12:49:48.149947+00
311,TLV SwingFest,http://www.tlv-swingfest.com/,,,,,,2019,2023,2,132,121,,,2026-06-23 12:49:48.149947+00
171,Toronto International Swing Dance,,,,,,,2011,2011,1,37,37,,,2026-06-23 12:49:48.149947+00
147,Toronto Open Swing & Hustle Championships,http://www.TOSHC.com,,,,,,2008,2025,12,726,410,,,2026-06-23 12:49:48.149947+00
482,Toronto Open Swing and Hustle Championships,,,,,,,2023,2024,2,141,106,,,2026-06-23 12:49:48.149947+00
231,Trilogy Swing,https://trilogywcs.com/,Registry Event,,,United States,"Raleigh, NC, United States",2018,2025,6,823,536,2026-09-10,"Raleigh, NC, United States",2026-06-23 12:49:48.149947+00
363,Trinity Swing,http://www.trinityswing.com/,Registry Event,,,Ireland,"Dundalk, County Louth, Ireland",2025,2026,2,116,93,2027-02-05,"Dundalk, County Louth, Ireland",2026-06-23 12:49:48.149947+00
127,Tulsa Fall Fling,,,,,,,2006,2008,3,60,54,,,2026-06-23 12:49:48.149947+00
132,Tulsa Spring Swing,http://www.tulsaspringswing.com/,Registry Event,,,United States,"Tulsa, OK, United States",2007,2026,15,970,545,2027-03-25,"Tulsa, OK, United States",2026-06-23 12:49:48.149947+00
80,Twin City Swing Challenge,,,,,,,2002,2007,6,273,152,,,2026-06-23 12:49:48.149947+00
198,U.K. & European WCS Championships,http://www.jiveaddiction.com/event,,,,,,2019,2019,1,85,85,,,2026-06-23 12:49:48.149947+00
75,UCWDC Country Dance World Championship,https://ucwdc.org/worlds-home/,,,,,,2025,2025,1,55,50,,,2026-06-23 12:49:48.149947+00
483,UCWDC Country Dance World Championships,,,,,,,2022,2026,3,203,173,,,2026-06-23 12:49:48.149947+00
484,UK & European WCS Championships,,,,,,,2013,2018,6,560,393,,,2026-06-23 12:49:48.149947+00
154,UK WCS Championships,http://www.ukwcschamps.com/,Registry Event,,,United Kingdom,"London, West Drayton, United Kingdom",2025,2026,2,321,257,2027-03-25,"London, West Drayton, United Kingdom",2026-06-23 12:49:48.149947+00
485,UK WCS Dance Championships,,,,,,,2009,2012,4,206,164,,,2026-06-23 12:49:48.149947+00
299,Ukrainian Open,http://www.ua-open.com,,,,,,2018,2019,2,103,93,,,2026-06-23 12:49:48.149947+00
265,Upstate Dance Challenge,upstatedancechallenge.com,,,,,,2016,2019,4,293,224,,,2026-06-23 12:49:48.149947+00
112,US National Dance Championships,,,,,,,2005,2006,2,29,29,,,2026-06-23 12:49:48.149947+00
68,US Open Swing Dance Championships,http://www.theopenswing.com/,Registry Event,,,United States,"Los Angeles, CA, United States",1992,2023,24,1390,857,2026-11-25,"Los Angeles, CA, United States",2026-06-23 12:49:48.149947+00
486,USA Grand National Dance Championships,,,,,,,2023,2026,3,421,339,,,2026-06-23 12:49:48.149947+00
22,USA Grand Nationals,http://www.usagrandnationals.com/,Registry Event,,,United States,"Atlanta, GA United States",1996,2018,23,1189,773,2027-05-27,"Atlanta, GA United States",2026-06-23 12:49:48.149947+00
487,USA Grand Nationals Dance Championship,,,,,,,2024,2024,1,150,140,,,2026-06-23 12:49:48.149947+00
488,USA Grand Nationals Dance Championships,,,,,,,2019,2019,1,135,132,,,2026-06-23 12:49:48.149947+00
161,USA Jack & Jill Championships,,,,,,,2010,2011,2,67,59,,,2026-06-23 12:49:48.149947+00
310,Valentine Swing,http://www.valentineswing.dance,,,,,,2019,2026,6,406,278,,,2026-06-23 12:49:48.149947+00
69,Valley DanceFest,,,,,,,1999,1999,1,53,48,,,2026-06-23 12:49:48.149947+00
108,Vancouver Vibrations,,,,,,,2005,2006,2,22,20,,,2026-06-23 12:49:48.149947+00
190,Vermont Swing Dance Championships,http://www.vermontwestcoastswing.net,,,,,,2012,2015,4,286,198,,,2026-06-23 12:49:48.149947+00
70,Virginia State Open,,,,,,,1993,2010,17,603,399,,,2026-06-23 12:49:48.149947+00
128,Waltz Across Texas,,,,,,,2006,2006,1,18,18,,,2026-06-23 12:49:48.149947+00
236,Warsaw Halloween Swing,http://www.warsawhalloweenswing.com/,Registry Event,,,Poland,"Warsaw, Poland",2014,2025,11,1203,799,2026-10-29,"Warsaw, Poland",2026-06-23 12:49:48.149947+00
383,Warsaw Summer Nights Westival,https://www.summernightswestival.com/,Registry Event,,,Poland,"Warsaw, mazowieckie, Poland",2025,2025,1,94,93,2026-07-30,"Warsaw, mazowieckie, Poland",2026-06-23 12:49:48.149947+00
193,Warsaw Swing,,,,,,,2012,2013,2,89,82,,,2026-06-23 12:49:48.149947+00
387,Waterloo Ontario Open West Coast Swing Championships,http://www.waterlooopenwcs.com/,Registry Event,,,United States,"Waterloo, Ontario, Canada",2026,2026,1,79,72,2027-02-04,"Waterloo, Ontario, Canada",2026-06-23 12:49:48.149947+00
286,WCS Festival,http://www.wcsfestival.com/,Registry Event,,,Germany,"Boston Club, NRW, Germany",2017,2025,7,651,397,2026-10-15,"Boston Club, NRW, Germany",2026-06-23 12:49:48.149947+00
237,WCS Helsinki,,,,,,,2014,2017,4,142,119,,,2026-06-23 12:49:48.149947+00
357,WCS Party,https://www.wcsparty.com/,Registry Event,,,Austria,"Vienna, Vienna, Austria",2025,2025,1,118,105,2026-09-17,"Vienna, Vienna, Austria",2026-06-23 12:49:48.149947+00
208,WCS@IDB,,,,,,,2013,2013,1,44,44,,,2026-06-23 12:49:48.149947+00
129,West Coast Dance Challenge,,,,,,,2006,2009,3,116,87,,,2026-06-23 12:49:48.149947+00
186,West in Lyon,http://www.west-in-lyon.fr/,Registry Event,,,France,"LYON, Rhône-Alpes, France",2012,2026,13,1510,782,2027-03-18,"LYON, Rhône-Alpes, France",2026-06-23 12:49:48.149947+00
71,Westcoast Swing Dance Championships,,,,,,,1997,2000,4,233,175,,,2026-06-23 12:49:48.149947+00
302,WesterOz Swing,http://magneticdance.com.au/westeroz,,,,,,2019,2025,4,146,103,,,2026-06-23 12:49:48.149947+00
312,Westie Pink City,http://www.westiepinkcity.fr/,Registry Event,,,France,"TOULOUSE, Occitanie, France",2018,2025,7,607,370,2026-11-06,"TOULOUSE, Occitanie, France",2026-06-23 12:49:48.149947+00
314,Westie Spring Thing,https://westiespringthing.com/,Registry Event,,,Hungary,"Budapest, Budapest, Hungary",2019,2026,6,646,402,2027-03-11,"Budapest, Budapest, Hungary",2026-06-23 12:49:48.149947+00
270,Westie's Angels,http://www.frenchywesty.com/,Registry Event,,,France,"LYON, rhones, FRANCE",2016,2025,9,859,492,2026-11-12,"LYON, rhones, FRANCE",2026-06-23 12:49:48.149947+00
323,Westies on the Water,http://rocketcityswing.com/,Registry Event,,,United States,"Huntsville, Alabama, United States",2021,2025,5,297,204,2026-11-19,"Huntsville, Alabama, United States",2026-06-23 12:49:48.149947+00
293,Westy Nantes,https://www.westynantes.com/,Registry Event,,,France,"Nantes, Loire-Atlantique, France",2018,2026,7,762,457,2027-04-16,"Nantes, Loire-Atlantique, France",2026-06-23 12:49:48.149947+00
225,Wild Wild Westie,https://www.wildwildwestie.com/,Registry Event,,,United States,"Dallas, TX, United States",2014,2025,11,1543,960,2026-07-02,"Dallas, TX, United States",2026-06-23 12:49:48.149947+00
72,Windy City,,,,,,,1994,1995,2,57,53,,,2026-06-23 12:49:48.149947+00
297,Winter Coast Swing,https://www.wintercoastswing.com/,Registry Event,,,Finland,"Kuopio, Leppävirta, Finland",2019,2026,6,364,203,2027-02-25,"Kuopio, Leppävirta, Finland",2026-06-23 12:49:48.149947+00
238,Winter White,http://www.winterwhite.no/,Registry Event,,,Norway,"Oslo, Norway",2014,2017,4,230,189,2026-12-03,"Oslo, Norway",2026-06-23 12:49:48.149947+00
489,Winter White WCS,,,,,,,2018,2024,4,333,283,,,2026-06-23 12:49:48.149947+00
490,Winter White West Coast Swing,,,,,,,2022,2025,2,175,159,,,2026-06-23 12:49:48.149947+00
84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,,,,,,,2003,2012,9,502,308,,,2026-06-23 12:49:48.149947+00
86,World Hustle Dance Championships,,,,,,,2003,2009,6,124,96,,,2026-06-23 12:49:48.149947+00
73,World Swing Dance Championships,,,,,,,1993,2025,12,739,526,,,2026-06-23 12:49:48.149947+00
159,World Swing Masters,,,,,,,2009,2015,7,244,168,,,2026-06-23 12:49:48.149947+00
152,Worlds UCWDC,http://www.ucwdcworlds.com/,Registry Event,,,United States,"Dallas, TX, United States",1995,2019,15,609,436,2026-12-28,"Dallas, TX, United States",2026-06-23 12:49:48.149947+00
103,Xanadu - Midwinter Dance Celebration,,,,,,,2005,2005,1,36,36,,,2026-06-23 12:49:48.149947+00
